company_name;num_female_founders;num_male_founders
General Agency;0;2
General Proximity;0;1
General Trajectory;0;1
Genie;0;2
Genomelink;0;3
Genuity;0;2
GeoPredict;0;3
Gerald;1;1
Gerostate Alpha;0;3
GetAccept;0;4
Getcho;0;4
Giga ML;1;1
Gigs;0;2
Gigs Live;0;2
GitPrime;0;2
GitStart;0;1
GiveAway;0;3
Glade;0;2
Glass Health;0;2
Glasskube;0;2
Glaze;3;0
Gleam Care;0;1
Glide;1;1
Glide Apps;0;3
Glimmer;0;2
Glimpse;1;4
Glimpsek12;1;1
Global Belly;2;0
Globe;0;2
GlobeDX;0;1
Glocally;0;3
Gloo;0;2
Glow Energy;0;2
Glowing;0;2
Gluetrail;1;1
Gmelius;0;1
GoBuild (fka Brick);0;2
GoJom;0;4
GoLinks;0;1
GoLorry;0;3
Gobillion;0;1
Gold Fig Labs;0;2
GoldenBasis;0;2
GoodCourse;0;2
GoodFin;1;1
GoodHealth;1;1
Goodcover;0;2
Goodkind;0;3
Goodly;0;2
Goosebump;0;2
Gordian Software;0;2
Gotrade;0;4
GovDash;0;3
GovEagle;0;2
GovPredict;0;4
GovernGPT;0;2
Govly;0;3
Grabb-It;0;2
GradJoy;0;2
GradeWiz;0;2
Gradia Health;0;2
GradientJ;0;2
Grai.io;0;2
Granza Bio;0;2
GreaseBoss;0;2
Great Question;0;2
GreenTiger;0;2
Greenboard;0;2
Greenlite;0;2
Greo;1;2
Greptile;1;3
Grey;0;2
Greywing;0;2
Gridware;0;3
Grin Scooters;1;5
GroMo;0;2
GrowthBook;0;2
Guac;0;2
Guardian AI;0;2
Guardian Bio;1;1
Guardian RF;0;3
Guggy;1;1
Guide Labs;0;2
Gullak.Money;1;2
Gumloop;0;2
GuruHotel;0;3
Guse;0;2
Gustav;0;5
Gym Class;0;3
H3X Technologies;0;3
HECCO Technologies Inc (Prescribe);0;3
HENRY;1;3
HOKALI;0;2
HUBUC;0;2
HUD;1;2
HYBRD;1;3
Hadrius;0;3
Haiku;0;1
Halolife;0;2
Hamming AI;0;2
Hammr;0;2
Handl;0;3
Hannah Life Technologies;0;1
Hapi App;0;3
Haplotype Labs;0;1
Happenstance;0;1
Happl;0;2
HappyRobot;0;3
Harbera;2;0
Harmoney;1;2
Harmonic Discovery;0;3
Harper;0;2
Hatch;0;2
Hatchet;0;2
Hatchways;0;1
HauteDay;0;2
Haven_1;0;3
Haven_2;0;3
Haystack;0;2
Haystack Software;0;2
Haywheel;0;2
Hazel;0;2
Headstart;0;2
Healia Health;0;1
Health Harbor;1;2
HealthKey;0;1
HealthSpark;0;2
Healthtech 1;0;2
Heart Aerospace;1;1
HeartByte;2;0
Hedgehog;1;1
Hegel AI;0;1
Helicone;0;4
Helium;0;3
Helium Health;0;4
Hellobill;0;2
Hellosaurus;0;1
HelpNow;0;3
HelpWear;0;2
Helpcare AI;0;2
HelperAI;0;2
Hemingway;0;2
Henry;0;2
Hent;0;3
Heptabase;1;1
Hera;1;1
Herald;0;2
Here;0;2
Hermes Robotics;0;2
Hero;0;2
Heroic Labs;0;3
Heroic Story;0;2
Heron Data;0;3
Heru;0;2
Hestus;0;2
Hexel;0;2
Hey Healthcare;1;1
Hey Revia;0;2
HeyDoctor;0;3
HeyFood;1;1
HeyPurple;0;3
Heyday Health;0;3
HiGeorge;0;2
Hickory;1;2
Hideout;1;0
High Earth Orbit Robotics;0;2
Highlight;0;2
Highrise;0;2
Hilos;0;2
Hingeto;0;3
HippoBuild;0;2
Hiration;0;2
HireSure;0;5
HireSweet;0;3
HitPay;0;2
Hive Health;2;0
Hivy;1;2
HockeyStack;0;3
Hogaru;0;3
Holacasa;0;1
Holy Grail;0;1
HomeBreeze;0;3
HomeRoom;1;3
Homeflow;0;2
Homestead;0;3
Hona;0;3
Hona AI;2;1
Honeydue;0;2
Honeylove;1;0
Hoop.dev;0;1
Hoss;0;3
HotelFlex;0;3
Hotplate;0;3
Hotswap;0;2
Houm;0;3
Howdy;1;1
HoyTrabajas;0;4
Hubla;0;3
Hublo;0;8
Huddlefire;1;1
Hudson Labs;1;2
Hudu;0;2
Humaans;0;2
HumanLayer;0;1
Humand;0;2
Humane Genomics;0;1
Humanlike;0;1
Humanloop;1;4
Humanly.io;0;2
Humi;0;4
Hunter2;0;1
Hush;0;3
Hutsy;0;2
Hydra;0;2
Hylight;0;3
HypaHub;0;1
Hype;0;1
Hype and Vice;2;0
Hyper;0;2
HyperDX;0;2
HyperGlue;0;2
HyperTrader;0;3
Hyperbeam;0;3
Hyperbound;0;2
Hypercontext;0;2
Hypercore;0;4
Hypermile;0;1
Hyperplane;0;2
Hyperseed;0;2
Hypnos;0;2
Hypotenuse;0;2
INKHUNTER;1;1
IOMETE;0;2
ISSEN;0;2
Iambiq;2;0
IcePanel;0;2
Idemeum;0;1
Iliad;0;1
Illuminant Surgical;0;2
Imbue;0;2
Impactive;0;2
Impossible Metals_1;1;3
Impossible Metals_2;1;2
Impraise;0;4
In Stock;0;1
InQuery;0;2
InVision Medical Technology;0;1
Inari;0;2
Incentivai;0;1
Index;0;2
Indivio;0;1
Industrial Next;0;2
Inedit;0;3
Infield;1;2
Infinia;0;2
Infinite;0;2
Infinity;0;2
Infinity AI;1;2
Infisical;0;3
Infiuss health;1;0
Inflow;0;3
Infobot.ai;0;3
Infra;0;2
Infracost;0;3
Inito;0;2
Inkeep;0;2
Inlet;0;2
Innate;0;2
Inokyo;0;2
InpharmD;1;1
Inri;0;3
Inscribe;0;2
Insight Browser;1;1
InsiteVR;0;2
InspectMind;1;1
Inspector Cloud;0;1
InstaKin;0;2
Instabug;0;2
Instaclass;0;3
Instalab;1;1
Instant;0;2
Instavest;0;3
Instinct;0;4
InsureMyTeam;0;2
Intact Therapeutics;0;2
Integrated Reasoning;0;2
Integration Labs;0;3
Intelline;0;2
Intercept;1;1
Interlock;0;2
Intersect Labs;0;2
Interstate Analytics;0;3
Interviewed;0;3
Intrinsic;1;1
Intryc;0;3
Intuned;0;2
Invaria;0;3
Inventive AI;0;3
Inversion;0;2
Inversion Semiconductor;0;2
Invert;0;3
Invitris;0;2
Invocable;0;3
Invofox;0;3
Invoke Labs;0;2
Invopop;0;2
IoTFlows;0;2
Ionworks;0;2
Iris Automation;0;2
Isibit;0;1
Ivella;0;3
Ivy Homes;0;2
IvyCheck;0;2
JITX;0;4
Jaldi;0;1
Jam.gg;0;2
Jamble;1;2
Jamiphy;0;1
Jasper;0;3
Javelin Robotics;0;2
Jeevam Health;0;2
Jemi;1;1
Jenfi;0;2
Jestor;0;2
Jet Admin;0;2
JetLenses;0;1
JetPack Aviation;0;1
Jido Maps;0;2
Jiga;0;3
Jitsu;0;2
Jitter;0;2
JoinSub;0;1
Joon Health;0;3
Jopwell;0;2
Journalize;0;1
Journey;0;3
Joy;0;2
Juicebox;0;2
Juicy Marbles;0;4
Julius AI;0;1
JumpWire;0;2
Jumpcut;0;2
Junction Bioscience;0;1
Junction_1;0;1
Junction_2;0;3
June;0;2
Juni Learning;2;0
Jupe;0;2
Jupiter;1;3
Jusoor Labs;0;1
Just Appraised;0;2
Just Words;1;0
Justo;0;2
JuziBot;0;1
K-Scale Labs;0;3
KURUKURU;2;0
Kaagaz;0;3
Kabilah;1;1
Kable;0;1
KaiPod Learning;0;1
Kairo Health;0;2
Kalam Labs;1;2
Kamion;0;1
Kanda;0;3
Kapacity.io;1;2
Karat Financial;0;2
Karate Labs;0;2
Karmen;0;2
Karoo;0;3
Karsa;0;2
Kart AI;0;2
Kashin;0;2
Kaso;1;1
Kastle;0;2
Kater;1;1
Keeling Labs;0;1
Keep;0;3
Keeper_1;0;1
Keeper_2;0;2
Keet;0;2
KemNet;1;0
Kenota Health;0;2
Kern Systems;0;2
Kernal Biologics;0;3
Kestrel Materials;0;1
Keylika;0;2
Keynua;1;3
Keyri;0;2
Keywords AI;0;3
Khabri;0;3
Khoj;1;1
Kickpay;0;5
KidPass;0;3
Kidato;0;1
Kimono Labs;0;2
Kindly His;1;0
Kingdom Supercultures;0;2
Kino AI;0;2
Kinside;2;2
Kiosk;0;2
Kip;1;1
Kips Health;0;1
KiranaKart;0;2
Kisan Network;0;2
Kitchenful;0;2
Kite;0;2
Kitemaker;0;2
Kivo Health;0;2
Kiwi Biosciences;1;1
Kiwify;0;2
Kiyo Robotics;0;1
Klarismo;0;2
Klarity;0;2
Klir;1;1
Known Medicine;2;0
Koala;0;2
KoalaOps;0;4
Kobalt Labs;2;0
Kodda;0;2
Kodo;1;1
Koko;0;3
Kombo;0;4
Konstructly;0;3
Konta;0;3
Kontigo;0;2
Kontractify;0;3
Kopa;1;2
Kopra Bio;0;2
Kosh;0;2
Koshex;1;1
Kosmos;0;2
Koywe;0;2
Kraftful;2;0
Krave Mart;0;4
Kredi;0;4
KubeSail;0;2
Kudi;0;2
Kula;0;2
Kunduz;0;3
Kura;0;2
Kurios;0;2
Kyber;0;2
LUS Brands;1;0
Ladder;0;2
Ladder Therapeutics;1;0
Lago;1;1
Lalabox;0;2
Lamar Health;1;0
Lambda Tea;1;0
Lamin;0;2
Laminar;0;2
LanceDB;1;1
Lancey;0;2
Landed_1;2;0
Landed_2;0;3
Lang API;0;1
Langdock;0;3
Langfuse;0;3
Lantern;0;3
Lariat Data;0;2
Laserfocus;0;2
Lastbit;0;3
Latent;0;2
Laudable;1;0
Laudspeaker;0;2
LaunchFlow;0;3
Launcher Labs;1;0
Lavo Life Sciences;0;3
Lawn Love;0;1
Lawyaw;0;2
Layerup;0;1
Layup;0;3
Leafpress;2;0
Leap;0;1
Leap Club;0;2
Leaping;0;2
Leaping AI;0;3
Leena AI;0;3
Leeroo;0;3
Legion Health;0;3
Legistify;0;2
Legora;0;3
LemFi;0;2
LemonBox;1;2
Lenco;0;3
LendEDU;0;2
Lendsnap;0;2
Lendtable;1;1
Letter;0;4
Letter AI;0;2
Letterdrop;0;1
Let’s Do This;0;3
Level;1;3
Level Frames;0;2
Levers;0;2
Levo;0;2
Levo Financial;0;4
Levro;2;1
Life Sciences Key Technologies;2;0
LifeAt;1;2
Lifecast;0;1
Lifelike;0;2
LifestyleRX;0;4
LiftIgniter;0;2
LightTwist;0;1
Lightdash;0;2
Lighthouz AI;1;1
Lightly;0;2
Lightmeter;0;1
Lightscreen AI;1;1
Lightski;0;2
Ligo Biosciences;1;2
Lilac Labs;0;2
Lilia;1;0
LiliumX;0;2
Linc AI;0;3
Line.Build;2;0
Linen;0;2
Lingo.dev;1;1
LinkGrep;1;1
Linkana;0;4
Linkup;0;3
Linum;0;2
Lion Pose;1;1
Listle;1;1
Litnerd;1;0
Littio;0;4
LiveFlow;1;2
Livedocs;0;1
Livement;0;3
Living Carbon;1;1
Liyfe;2;0
Lizza;0;3
Local Lift;0;3
Locale;0;2
Localyze;3;0
Locent;0;2
Logarithm Labs;0;2
Logica;1;1
LogisticsOS;0;2
Lokal;0;3
Look After My Bills;0;2
Loom.ai;0;2
Loop;0;3
Loop Support;0;2
Loops;0;2
Lopus AI;0;2
Lotus;0;2
LotusPay;0;2
Lovage Labs;0;4
Lovd.com;0;2
Lowkey;0;1
Luca;1;1
Lucid;0;2
Lucid Bots;0;3
Lucidic AI;0;3
Lucite;0;2
Lucy Goods;0;2
Lugg;0;2
Lully;0;2
Lume;0;3
Lume Health;0;2
Lumenary;1;3
Lumina_1;0;3
Lumina_2;0;3
Luminai;0;2
Luminate Medical;1;2
Luminist;1;2
Lumona;2;1
LunaJoy;2;0
LunaSec;0;1
Lunatic;0;2
Lune AI;0;2
Luthor;0;2
Lygg;0;1
Lynks;0;2
Lyra;0;2
Lyrebird;0;3
MARS Auto;1;1
MICSI;0;2
Mable (Neurolytic Healthcare);1;1
Macadamia;0;2
Mach9;0;2
Machine26;0;3
MadEats;2;1
Maderight;0;3
Mage App;0;2
MagiCode;0;2
Magic;1;2
Magic Hour;0;2
Magic Instruments;0;3
Magic Loops;0;1
MagicBell;1;1
MagicBus;0;3
Magicflow;1;1
Magna;0;2
MagnaPlay;0;2
Mahaana;0;1
Maia;1;1
Maihem;0;2
Mailmodo;0;2
Mailwarm;0;2
Maitai;0;2
Maitian.ai;0;1
Maive;0;2
Makani Science;0;2
Malga;0;4
Mamabear;0;1
Manaflow;0;3
Manara;2;0
Manatee;0;2
Mandel AI;0;2
Mango Health;0;2
Manifold Freight;0;2
MantleBio;2;0
Mantys;1;1
Manycore.io;0;2
Map3;0;3
Marathon Education;0;2
Marble;0;2
Marble Technologies;0;2
MarcoPolo;0;1
Maritime Fusion;0;2
Markaz Technologies;0;4
Marketfox;0;4
Markhor;1;1
Markprompt;1;1
Maroo;1;2
MarqVision (Marq AI);0;1
Marr Labs;1;2
Martin;0;2
Mashgin;0;2
Mason America, Inc.;0;1
Massdriver;0;3
Mastra;0;3
Matagora;0;3
Matano;1;1
Materee;0;2
Material Depot;0;2
MathDash;0;2
MathGPTPro;0;2
Matidor.com;0;2
Matter;0;2
Mattermost;0;2
Maven Bio;0;2
Mayan;0;4
Mayhem;0;2
Maytana;0;1
Measured;0;2
Mecha Health;1;3
Mecho;1;1
MedMe Health;0;3
MedPiper (YC);0;3
Mederva Health;0;3
MediSearch;0;2
Medinas Health;2;2
MeetAnyway;0;3
Meetingbird;0;2
Meitre;0;2
MejorCDT;0;2
Mela;0;2
Melder;0;2
Melotic;0;1
Melty;0;2
Mem0;0;2
Members.Land;0;1
Memberstack;0;2
Membo;1;1
Memfault;0;3
Memo;0;2
Mendel;1;2
Mentat;0;3
Menten AI;0;3
Mentorcam;0;2
Mentra;0;2
Mentum;0;3
Menza;1;1
Mercator;0;1
Mercoa;0;2
Mercura;0;3
Mere Coffee;0;2
MergeQueue;1;1
Merlin AI;2;1
MerryMint;1;0
Merse;0;2
Meru_1;0;2
Meru_2;1;5
Mesh;2;3
Metacode;0;1
Metafi;0;2
Metal_1;0;1
Metal_2;1;2
Metalware;0;2
Metamanagement;0;1
Metapacket;0;3
Metaphor;0;1
Metaphor Systems;0;2
Meter Feeder;0;2
Method Financial;0;3
Meticulate;0;2
Meticulous;0;1
Metlo;0;2
Metofico;0;2
Metoro;0;1
Metreecs;0;3
Metriport;0;2
Mezli;0;3
MiPOSDev;0;2
Mica AI;0;3
Microverse;0;1
Middesk;0;2
Middleware;0;2
Miden;1;1
Midship;0;3
Midtype;0;2
Miggos;0;2
Mighty Buildings;0;4
Mighty Health;0;3
Mightyapp;0;1
Milio;1;2
Milk Video;0;2
MilkRun;1;2
Milky Way AI;1;1
Million;0;1
Million Marker;2;0
Milo;0;2
Mimir;0;3
Mind Emulation Foundation;0;1
MindFi;1;3
MindPortal;1;2
Minded;0;2
Mindely;2;2
Mindori;0;2
MindsDB;0;2
Mindset Health;0;2
Mineflow;0;1
MineralSoft;0;2
Minerva Intelligence;1;0
Minimall;1;1
Minimum;0;3
Mintlify;1;1
Mintplex Labs;0;1
MinusX;0;3
Miracle;0;1
Mirio;0;2
Mirror Emoji Keyboard;0;2
Mirrorful;0;2
Miru;0;4
Miso;0;2
Misprint;1;1
Mistro;1;1
Mito;0;2
Mito Health;0;4
Miyagi Labs;0;2
Mobot;1;0
MobyDish;0;1
Modal;0;1
Model ML;0;2
Modern Fertility;2;1
Modern Realty;0;2
Modern Village;0;1
ModernLoop;1;1
Modernbanc;0;1
Modoo;0;1
Modulari-T Biosciences;1;1
Modus;1;1
Mogara;1;1
Moichor;0;3
Mojo;1;1
Momence;0;2
Momentic;1;1
Momento;1;2
Momentu;0;2
Moneytis;0;2
Mono_1;0;4
Mono_2;0;2
Monterey AI;0;2
Monthli;0;3
Monto;1;1
Mooji Meats;1;1
Moonglow;1;1
Moonshine;0;2
Moonshot Brands;0;3
Morada Uno;1;2
Moreta;0;2
Morf Health;0;2
Morph;0;1
Morphle Labs;0;2
Mosaic;0;2
MosaicVoice;0;2
Moving Parts;0;2
MovingLake;0;2
Movley;0;1
Mozart Data;0;2
Mozper;1;2
Mudafy;0;2
Muffin Data;0;2
Multiply Labs;2;2
Multis;0;2
Multiverse;1;2
Mundo AI;0;4
Munily;2;2
Muse;0;2
Museum of Future Experiences (MoFE);0;1
Mutable.ai;0;1
Mutiny;1;1
Muzz;0;2
My NextDerma;0;2
MyPetrolPump;0;2
MySivi AI;0;3
MySycamore;0;1
Mylk Guys;0;3
Myria;0;3
Mystery Science;0;2
Mystic;0;2
Mystro;0;3
Mythia;0;2
Mytos;0;2
NFTScoring;0;2
NODE;1;1
NUMI;0;2
Nabla Bio;1;1
Naborly;0;2
Nala;0;1
Nango;0;2
Nano Technologies;0;2
Nanograb;1;2
Nanonets;0;2
Nara;1;2
Narrative;0;2
Narrator;0;4
Nasdisc;0;1
Nash;0;2
NavTrac;0;2
Navattic;0;3
NavierAI;0;2
NearWave;0;1
Nebo;0;2
Nebula;1;1
Nebullam;0;3
Nectar;1;1
Necto;0;2
Neodocs;0;3
Neon;1;1
Neosync;0;1
Neowize;0;3
Neptyne;0;2
Nest Genomics (YC W22);1;1
Nestor;1;1
Nestybox;0;2
Netmaker;0;1
Netomi;0;1
Nettrons;1;1
Neverland;2;0
NewCraft;0;2
Newman's;0;3
NewsCatcher;0;2
NexGenT;0;2
NexTravel;1;0
NextPay;0;2
NextUX;0;1
Nextbyte;0;2
Nextmv;1;1
Nextop IO;0;1
Nexu;0;3
Nia;0;1
Niles AI;0;1
Nimble;2;0
Nimbus;0;2
Nino Foods;0;2
Nirva;0;3
No Cap;0;6
Nobell Foods;1;0
Noble;1;1
Noloco;0;2
Nomad Rides;0;3
Nomba;0;2
Nomi;1;2
Nomic;0;4
Nomod;0;1
Nonu Care;0;1
Nook;0;2
Nophin;0;3
Northwind;0;1
Notabene;2;2
Notable Labs;1;3
Notebook Labs;0;3
Nototo;1;1
Nourish;1;2
Nova;0;1
Nova AI;0;2
Novig;0;3
Novoflow;0;1
NowPay;0;2
Nowadays;2;0
Noya;0;2
Noya Software;0;2
NuMind;0;2
Nuanced;0;2
Nuclear Software;0;2
NudgeLabs;0;1
Nugget;0;1
Nullstone;0;2
Numeral;0;3
Numericcal;0;3
Numida;2;1
Numo;0;3
Nuntius Therapeutics;1;1
Nutrigene Inc.;0;2
Nuvocargo;0;2
Nyckel;0;3
ODWEN;0;2
OSIMple;1;1
OWNY;1;1
Obento Health;0;2
Obie;0;2
Observa;0;1
Observant AI;0;2
Obsidian Labs;2;1
Occosoft LLC;0;1
Ochre Bio;0;2
Oco Meals;0;1
Octifi;0;2
Octolane AI;0;2
Ocular AI;0;2
OddsView;0;5
Odigos;1;1
Odo;1;1
Odys Aviation;0;1
OfOne;0;2
OffDeal;0;2
Officely;0;2
Offstream;1;1
Ohm;0;1
Ohmic Biosciences;0;2
Oico;0;2
Okani;1;4
Okay;0;2
Oki;0;2
Okteto;0;3
OlaClick (YC W21);1;3
Ole Shop;0;3
Olive;0;2
Olive Legal;0;2
Ollama;0;2
Olympian Motors;1;1
Oma Care;1;1
Omni;0;3
OmniAI;1;1
Omnidock;0;3
Omnistrate;0;2
OnScale;2;2
Onboard (Onboard.io);0;4
Once App;0;2
Oncobox;0;2
OneChronos;1;1
OneFin;0;3
OneGraph;0;2
OneGrep;0;2
OneKey;0;1
OneSchema;1;1
OneShop;0;2
OneStopKitchen;0;2
OneText;0;2
Oneistox;1;3
Oneleet;1;2
Oneloop;0;2
Onfolk;1;1
Onlook;0;2
Onsite Pro;0;2
Ontop;0;3
Ontra Mobility;0;2
Onu;1;1
Onward;0;2
Onyx;1;1
Onyx Private;0;3
Opearlo;0;1
Open;0;2
Open Listings;0;3
OpenFoundry;0;2
OpenFunnel;0;2
OpenInvest;0;3
OpenMeter;0;3
OpenPhone;1;1
OpenPipe;0;2
OpenReplay;0;1
OpenSight;2;1
OpenUnit;1;1
OpenWrench;0;2
Openbase;0;1
Opencall.ai;0;4
Openland;0;2
Openlayer;0;3
Openmart;1;1
Operand;0;3
Operator;0;2
Opfin;0;1
Ophelia;0;2
Opine;0;2
Opkit;0;2
OpsBerry AI;0;2
Opslane;0;2
Opsolutely;2;1
Optery;0;3
Optic;0;1
Optifye.ai;0;2
Opvia;0;2
Orbio;0;2
Orbital Operations;0;2
Orbiter;0;3
Orca;0;1
Orchata;0;2
Orchid Exchange;0;3
Orderli;0;3
Ordinary Seafood;1;1
OrgOrg;0;1
Origami;0;1
Origami Agents;0;2
Origami Therapeutics;2;0
Osium AI;2;0
Osmind;1;1
Osmosis AI;1;1
Ostrym;0;1
Oto Health;0;2
OutSail Shipping;1;2
Outerbase;0;2
Outerport;0;2
Outfit;0;1
Outlit;0;2
Outset;0;2
Outtalent;0;2
Overfit;0;2
Overlap;0;5
Overstand Labs;1;2
Overview.ai;0;3
Ovipost;1;0
Ovlo;0;2
Oway;0;1
Oxio;0;2
Oxygen;0;1
Ozone;0;2
PAKIBLE;0;2
PAX Markets;0;2
PAYFAZZ;0;3
PAYZE;0;2
PINA Indonesia;1;2
Paasa;0;2
Pabio;0;2
Paces;0;2
Pachama;0;2
Pachyderm;0;2
Pactima;0;2
Pagaloop;0;4
Pagedraw;0;2
Pahamify;0;1
Paid;0;2
Paigo;0;1
Pair AI;0;2
Paladin Drones;0;2
Palenca;0;3
Palette;1;3
Palifer;0;2
Palla;0;2
Palmier;0;2
Palomma;0;3
Pana;0;2
Pandai;0;3
Pandan;0;2
Pando;0;2
Pando Bioscience;0;2
Paneau;0;2
Pangea;0;2
Panora;0;2
Pantheon;1;1
Pantore;0;2
Paperplane;0;3
Parabolic;0;1
Parade;0;2
ParadeDB;0;2
Paradigm;1;0
Parahelp;0;2
Parallel 1245;0;1
Parallel Bio;1;1
Parasale;0;2
Paratus Health;0;2
ParcelBio;0;2
Parea AI;0;2
Parenthoods;2;0
Paribus;0;2
Parity;0;3
Parker;0;2
Parley;0;3
Parrot Software;0;2
Parsagon;0;2
Partcl;0;2
Partna;0;3
PartnerHQ;1;1
PartnerStack;0;4
Partnered;0;2
Pashi;0;1
Pasito;2;0
Passage;0;2
Passerine Aircraft Corporation;0;1
Passiv;0;1
Patched Codes;0;2
Patchwork;1;1
Patchwork Security;0;2
Path (fka ScholarMe);0;3
PathPilot;0;2
Pathmind;0;1
Pathrise;0;2
PatientBank;0;4
Patika;0;2
Paul’s Table;1;1
Pave Robotics;0;2
PaveAI;0;1
Pax AI;1;1
PayCaddy;0;3
PayCrunch;0;1
PayMongo;0;4
PayO;0;2
Payfura;0;2
Paymobil;0;1
Paystack;1;2
Peakflo;0;2
PearAI;0;2
Pearl;0;1
Pearson Labs;1;1
Pebble;0;2
Peeba;0;2
PeerDB;0;2
Peergrade;0;3
Pelm;0;1
Pengram;0;2
Penguin AI;0;2
Penny;0;2
Pensil;0;2
Penta Medical;1;0
PeopleCQ;0;1
Pepper;0;1
Peppr AI;1;1
Per Diem;0;2
PerShop;0;2
Percept.AI;0;1
Perception Biosystems;1;1
Perfect Recall;1;1
Perfekto;1;1
Perlara;0;2
PermitFlow;0;2
PermitPortal;0;2
Permitify;0;2
Persana AI;1;1
Persephone Biosciences;1;1
Persist AI;0;2
Pesto;0;1
Pharos;0;2
Phase Biolabs;0;1
Phiar Technologies;1;2
Philippo;0;3
Phind;0;2
Phoenix Health;0;2
Phoenix Hydrogen;0;2
Phonely;0;2
Phonic;0;2
Phospho;0;2
Photoroom;0;2
PhysioHealth;2;0
Pibit;0;1
Piccolo;0;2
PickTrace;0;2
Pickle_1;0;5
Pickle_2;1;1
PideDirecto;0;4
Pideaky;0;3
Pier;1;1
Pierre;0;2
Pig;0;1
Pigeon_1;0;3
Pigeon_2;1;1
Piggy;0;3
Pillar;2;2
PillarPlus;0;2
Pilot AI;0;1
Pina Earth;1;2
Pinch;1;1
Pincites;2;1
Pine Park Health;0;3
Ping;1;2
Ping Labs;0;2
PingPong;0;2
Pinglend;0;1
Pinnacle;0;2
PipeBio;0;2
Pipekit;0;2
Pipeshift;0;3
Pippin / Rent the Backyard;0;2
Piramidal;0;2
Pirouette Medical;0;3
Pirros;0;2
Pit.AI Technologies;0;1
Pivo;2;0
Pivot Robots;0;2
Placenote;0;3
Plai;0;1
Planar;0;2
Planbase;0;2
Plane;0;3
Planet A Foods;1;1
Plate IQ;0;2
Plato;0;5
Platus;0;2
Platypus;0;1
PlayAI;0;2
Playbook;0;1
Playhouse;0;2
PlayingViral;0;2
Playmaker;0;2
Playment;0;3
Pledge Health;1;1
Plerk;0;3
Plexus Immersive Corp;0;2
Ploomber;0;2
Plover Parametrics;0;3
Pluggy;0;5
Plum Mail;0;2
Plume;1;2
Plumter;0;2
Plunzo;0;2
Pluralith;0;2
Plutis;0;2
Pluto.markets;0;2
Plutto;1;3
Ply Health;1;1
Pnoe;0;2
Pocket Worlds;0;3
PocketPod;0;2
Point;0;4
Point Card;0;3
PointOne;0;3
Pointhound;0;3
Poka Labs;1;1
Poko;0;2
PolicyFly;0;1
Polly;0;3
Polo;0;3
Poly;0;2
Polymail;0;5
Polymet;0;2
Polytomic;0;2
Ponyrun;1;2
Pop Meals;1;2
PopSQL;0;1
Popl;0;2
PoplarML;1;1
Poppy;0;2
Popsy;1;1
Portal;0;1
Portalform;0;1
Porter;0;3
Portão 3;1;1
Posh;0;2
Positional;0;2
Potion;0;4
Povio App;0;3
Powder;0;5
Power Router;1;0
Power to the Brand;1;1
PowerUs;0;2
PowerX;0;1
Powerhouse AI;0;2
Pragmatic Leaders;1;1
Pramp;0;3
Praxim;0;1
Praxis AI;0;2
Praxos;0;2
